# Información de la cinemática
Nombre de la cinemática: inicio
Puntos de recorrido:
 - world,-342.8910551975733,63.68527832658274,-289.1693661439505,92.69814,-20.144451
 - world,-342.8910551975733,63.68527832658274,-289.1645861684034,92.69814,-20.375008
 - world,-342.8910551975733,63.68527832658274,-289.1602363905301,92.69814,-20.594261
 - world,-342.8910551975733,63.68527832658274,-289.1562780925513,92.69814,-20.802715
 - world,-342.8910551975733,63.68527832658274,-289.15267604128684,92.69814,-21.002909
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.190052
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.369238
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.59634
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.728973
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.79529
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.760178
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.718344
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.65772
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.599958
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.544973
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.492573
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.442875
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.395721
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.350828
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.307941
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.267504
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.228905
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.19216
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.15715
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.124039
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.092457
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.062555
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.033974
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-21.006905
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-20.980946
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-20.95655
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-20.933262
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-20.911036
 - world,-342.8910551975733,63.68527832658274,-289.1493981745417,92.69814,-20.889992
 - world,-342.8910551975733,63.820278317046,-289.1493981745417,92.69814,-20.869797
 - world,-342.8910551975733,64.0362783017872,-289.1493981745417,92.69814,-20.85087
